"SL","Title","Description Summary","Price","Base Price","Discount Price"," Quantity"," Size"," Condition"," Status"," Is Featured"," Cat ID"," SubCat ID"," ChildCat ID"," Barnd ID"," SKU"," Weight"," Lenght"," Height"," Width"," Is Physical"," Warehouse"," Template"," Backorder"," Discount Option"," SPH"," DIA"," CYL"," AXIS"," RAD"," COLOR"," ADD"," UPC"," VTO"," VTO Url"," Lens Option"," Gender Man"," Gender Woman"," B2B Option"," Ek Price"," Discount"," Photo"
"1113","ATHENA VISION SCREENER(VS)","<p><strong>Features:</strong></p><p>1. Binocular diopter measurement</p><p>2. Pupil diameter measurement</p><p>3. Auto operation</p><p>4 Quick screening within 0.5 seconds</p><p>5. Portable and light in weight</p><p>6. Changeable and rechargeable battery</p><p>7. Report output</p><p>&nbsp;</p>","6800","6,800","","10","","default","active","1","147","","","6","ATHENA","","","","","yes","34","Optometrie","enable","3","","","","","","","","124249","0","","0","0","0","1","3400","0","PR1699447781-e002K9.jpg"
"1114","LS-5 SLIT LAMP(5 MAGNIFICATIONS) WITHOUT TABLE, CAMERA, COMPUTER AND PRINTER, WITH SOFTWARE, METAL PLATE","","6800","6,800","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","123853","0","","0","0","0","1","3400","0","pr-ls-5182.jpg"
"1115","EASYREF HANDHELD AUTO REFRACTOMETER","","7000","7,000","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124276","0","","0","0","0","1","3500","0","pr-easyreflite126.jpg"
"1116","COU790A","OPHTHALMIC UNIT","7060","7,060","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","123821","0","","0","0","0","1","3530","0","pr-cou790a350.jpg"
"1117","LS-9 SLIT LAMP(5 MAGNIFICATIONS) WITHOUT TABLE, CAMERA, COMPUTER AND PRINTER, WITH METAL PLATE, SAME OPTICS SYSTEM TO HAAG STREIT","","7140","7,140","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124301","0","","0","0","0","1","3570","0","pr-ls-9187.jpg"
"1118","CFC-XPORTABLE FUNDUS CAMERA","","7220","7,220","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","123807","0","","0","0","0","1","3610","0",""
"1119","FC-161 PORTABLE FUNDUS CAMERA","","7600","7,600","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124284","0","","0","0","0","1","3800","0","pr-fc161136.jpg"
"1120","ALE-9900/9900A PATTERNLESS LENS EDGER (3D, WITHOUT GROOVING FUNCTION)","","8140","8,140","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124244","0","","0","0","0","1","4070","0","pr-ale-9900311.jpg"
"1121","HAR-800 HANDHELD AUTO REFRACTOMETER","","8460","8,460","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124285","0","","0","0","0","1","4230","0","pr-har-800&880137.jpg"
"1122","SW-2100 A/B SCAN","","8480","8,480","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124335","0","","0","0","0","1","4240","0","pr-sw2100251.jpg"
"1123","YZ5S SLIT LAMP(WITH CAMERA AND TABLE, WITHOUT COMPUTERE","","8826","8,826","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124339","0","","0","0","0","1","4413","0","pr-yz5s266.jpg"
"1124","SW-6000 CORNEAL TOPOGRAPHY SYSTEM(WITHOUT TABLE & COMPUTER)","","9120","9,120","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124336","0","","0","0","0","1","4560","0","pr-sw-6000-corneal253.png"
"1125","LS-5-CCD SLIT LAMP(5 MAGNIFICATIONS) BUILT CCD CAMERA,WITHOUT TABLE,  COMPUTER AND PRINTER, WITH SOFTWARE, METAL PLATE","","10120","10,120","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124299","0","","0","0","0","1","5060","0","pr-ls-5ccd+da-1183.jpg"
"1126","HAR-880 HANDHELD AUTO REFRACTOMETER","","10150","10,150","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","123840","0","","0","0","0","1","5075","0","pr-har-800&880137.jpg"
"1127","RETIWAVE 1000 OPHAHALMIC A/B SCANNER","","10200","10,200","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124304","0","","0","0","0","1","5100","0",""
"1128","SK-950B(SK-850AS) PROJECTION PERIMETER","","10220","10,220","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","123879","0","","0","0","0","1","5110","0","pr-sk-950230.jpg"
"1129","DA-1 TRIDENT DRY EYE ANALYSIS(WITH LS-5 SLIT LAMP)","","10520","10,520","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","123829","0","","0","0","0","1","5260","0","pr-ls-5ccd+da-1183.jpg"
"1130","LS-9D SLIT LAMP(5 MAGNIFICATIONS) WITHOUT TABLE, CAMERA, COMPUTER AND PRINTER, WITH METAL PLATE, SAME OPTICS SYSTEM TO HAAG STREIT","","10700","10,700","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","123856","0","","0","0","0","1","5350","0",""
"1131","EC-3200-A 3D PATTERNLESS LENS EDGER-WITHOUT GROOVER (WITH CT-700) ","","11240","11,240","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","123831","0","","0","0","0","1","5620","0","pr-ec-3200&lt-800127.png"
"1132","SK-5000A NON-CONTACT TONOMETER","","11360","11,360","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124328","0","","0","0","0","1","5680","0",""
"1133","SK-660A FUNDUS CAMERA(AUTO FOCUS, AUTO TAKE PHOTOS)","","11530","11,530","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","123878","0","","0","0","0","1","5765","0","pr-sk-660a228.jpg"
"1134","DA-1 TRIDENT DRY EYE ANALYSIS(WITH LS-5C BUILT-IN CCD SLIT LAMP)","","11890","11,890","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124275","0","","0","0","0","1","5945","0","pr-ls-5ccd+da-1183.jpg"
"1135","SE-1200 & SC-1200 3D PATTERNLESS EDGER","","12240","12,240","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124320","0","","0","0","0","1","6120","0",""
"1136","SK-5000B NON-CONTACT TONOMETER & PACHYMETER","","12420","12,420","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","123883","0","","0","0","0","1","6210","0",""
"1137","SK-3000A A/B SCAN","","12780","12,780","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","123881","0","","0","0","0","1","6390","0","pr-sk-3000232.png"
"1138","SK-950C(SK-850AE) PROJECTION PERIMETER","","12780","12,780","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124325","0","","0","0","0","1","6390","0",""
"1139","YZ5T SLIT LAMP(WITH CAMERA, SOFTWARE, COMPUTER AND TABLE)","","12888","12,888","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","123894","0","","0","0","0","1","6444","0",""
"1140","YZ20T4 OPERATION MICROSCOPE","","12910","12,910","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124349","0","","0","0","0","1","6455","0","pr-yz20t4276.jpg"
"1141","EC-3200-B 3D PATTERNLESS LENS EDGER-WITH GROOVER (WITH CT-700) ","","13400","13,400","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124277","0","","0","0","0","1","6700","0","pr-ct-700_used_with_ec-3200439.jpg"
"1142","SW-3200S UBM KINSCAN","","13660","13,660","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","123890","0","","0","0","0","1","6830","0",""
"1143","ST-1000 AUTO NON-CONTACT TONOMETER","","13960","13,960","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","123886","0","","0","0","0","1","6980","0","pr-st-1000&1000p244.jpg"
"1144","LS-7 SLIT LAMP(5 MAGNIFICATIONS) WITHOUT TABLE, CAMERA, COMPUTER AND PRINTER, WITH METAL PLATE, SAME OPTICS SYSTEM TO HAAG STREIT","","14040","14,040","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","123854","0","","0","0","0","1","7020","0","pr-ls-7184.png"
"1145","EC-3200-A +LT-800 3D PATTERNLESS LENS EDGER WITH FRAME TRACER-W/O GROOVER  ","","14160","14,160","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","123832","0","","0","0","0","1","7080","0",""
"1146","KESTREL 3100M MANUAL FUNDUS CAMERA","","14440","14,440","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124292","0","","0","0","0","1","7220","0","pr-kestrel3100m161.jpg"
"1147","DA-3 UNICORN DRY EYE ANALYSIS","","15100","15,100","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","123830","0","","0","0","0","1","7550","0",""
"1148","SK-3000ABP A/B SCAN & PACHYMETER","","15330","15,330","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124327","0","","0","0","0","1","7665","0","pr-sk-3000232.png"
"1149","ST-1000P AUTO NON-CONTACT TONOMETER WITH PACHYMETER","","15400","15,400","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124332","0","","0","0","0","1","7700","0","pr-st-1000&1000p244.jpg"
"1150","SK-650B FUNDUS CAMERA & FFA (MANUAL FOCUS, MANUALLY TAKE PHOTOS)","","15430","15,430","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124323","0","","0","0","0","1","7715","0","pr-sk-650b227.jpg"
"1151","EC-3200-B +LT-800 3D PATTERNLESS LENS EDGER WITH FRAME TRACER-W/ GROOVER  ","","16180","16,180","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124278","0","","0","0","0","1","8090","0","pr-ec-3200&lt-800127.png"
"1152","YZ20T9 OPERATION MICROSCOPE","","16754","16,754","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","123904","0","","0","0","0","1","8377","0","pr-yz20t9277.jpg"
"1153","SK-3000ABP-WS A/B SCAN & PACHYMETER","","16860","16,860","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","123882","0","","0","0","0","1","8430","0",""
"1154","LS-7DS SLIT LAMP(5 MAGNIFICATIONS) WITHOUT TABLE, CAMERA, COMPUTER AND PRINTER, WITH METAL PLATE, SAME OPTICS SYSTEM TO HAAG STREIT","","18720","18,720","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","123855","0","","0","0","0","1","9360","0","pr-ls-7ds186.jpg"
"1155","SK-680A FULL-SUTOMATIC FUNDUS CAMERA","","18800","18,800","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124324","0","","0","0","0","1","9400","0","pr-sk-680a229.jpg"
"1156","AL-VIEW OPHTHALMIC OPTICAL BIOMETER","","24840","24,840","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124245","0","","0","0","0","1","12420","0",""
"1157","RETICAM 3100 FULLY AUTOMATIC FUNDUS CAMERA ( DON'T NEED FLUORESCEIN SODIUM)","","25400","25,400","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","123859","0","","0","0","0","1","12700","0","pr-reticam31001203.jpg"
"1158","SOM2000D OPERATION MICROSCOPE","","26000","26,000","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124331","0","","0","0","0","1","13000","0","pr-som2000d239.jpg"
"1159","RETICAM 3100 FULLY AUTOMATIC FUNDUS CAMERA WITH FAF (DON'T NEED FLUORESCEIN SODIUM)","","27940","27,940","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","123860","0","","0","0","0","1","13970","0","pr-reticam31001203.jpg"
"1160","RETICAM 3100 FULLY AUTOMATIC FUNDUS CAMERA WITH FFA (NEED FLUORESCEIN SODIUM)","","27940","27,940","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124305","0","","0","0","0","1","13970","0","pr-reticam3100202.jpg"
"1161","LS-7DE SLIT LAMP(5 MAGNIFICATIONS) WITHOUT TABLE, CAMERA, COMPUTER AND PRINTER, WITH METAL PLATE, SAME OPTICS SYSTEM TO HAAG STREIT","","35500","35,500","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124300","0","","0","0","0","1","17750","0","pr-ls-7de185.jpg"
"1162","RETIVIEW-500 FULLY AUTOMATIC OCT-OPTICAL COHERENCE TOMOGRAPHY","","48000","48,000","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","123858","0","","0","0","0","1","24000","0","pr-oct-500196.jpg"
"1163","CSLO ULTRA-WIDE FIELD LASER SCANNING FUNDUS CAMERA","","59000","59,000","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","123824","0","","0","0","0","1","29500","0","pr-cslo355.jpg"
"1164","CRO ULTRA-WIDE FIELD LASER SCANNING RENITA ANGIOGRAPH","","73600","73,600","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124269","0","","0","0","0","1","36800","0",""
